Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Outlet_Sales
NCK05,20.1,No_Fat,0.135612397,Health and Hygiene,61.1536,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,NC,25,3.04,low,61.2536
FDH12,9.6,Low Fat,0.085125951,Baking Goods,107.128,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,11.16,medium,1278.336
FDJ27,17.7,Regular,0.122565413,Meat,103.8674,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,5.87,medium,1528.011
DRL35,15.7,Low Fat,0.023892116555555554,Hard Drinks,43.377,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,DR,12,2.76,low,129.831
NCY29,13.65,No_Fat,0.077670981,Health and Hygiene,55.093,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,4.04,low,1301.639
FDC21,14.6,Regular,0.043201813,Fruits and Vegetables,110.1254,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,7.54,medium,1844.9318
FDM33,15.6,Low Fat,0.088215871,Snack Foods,220.1798,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,14.11,very_high,5068.7354
DRJ39,20.25,Low Fat,0.036295834,Dairy,217.5482,OUT013,High,Tier 3,Supermarket Type1,Perishable,DR,23,10.74,very_high,1095.241
FDB22,8.02,Low Fat,0.186528819,Snack Foods,151.9998,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,18.95,high,307.5996
FDC32,18.35,Low Fat,0.099026525,Fruits and Vegetables,93.8462,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,5.11,medium,1295.6468
FDD02,16.6,Low Fat,0.0423816885,Canned,118.8124,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,7.16,medium,2607.2728
FDL28,10.0,Regular,0.063162608,Frozen Foods,228.6668,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,22.87,very_high,3455.502
FDL39,16.1,Regular,0.063429818,Dairy,179.4318,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,11.14,high,2345.6134
FDV37,13.0,Regular,0.139785104,Canned,196.2426,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,15.1,high,197.7426
FDA28,16.1,Regular,0.04807227,Frozen Foods,126.5362,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,7.86,medium,1761.7068
FDL04,19.0,Low Fat,0.112097433,Frozen Foods,105.5622,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.56,medium,1905.5196
FDR10,17.6,Low Fat,0.010037996,Snack Foods,163.5552,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,9.29,high,3086.6488
FDA39,6.32,Low Fat,0.012789884,Meat,39.1822,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,6.2,low,1060.6194
FDR15,9.3,Regular,0.033431669,Meat,153.1314,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,16.47,high,4653.942
FDQ40,11.1,Regular,0.03623131,Frozen Foods,175.0712,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,15.77,high,3339.6528
DRG23,8.88,Low Fat,0.086360962,Hard Drinks,151.2682,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,17.03,high,2439.4912
FDU36,6.15,Low Fat,0.046232445,Baking Goods,99.4384,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,16.17,medium,1379.5376
FDF47,20.85,Low Fat,0.097618234,Starchy Foods,223.9746,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,10.74,very_high,897.4984
FDH14,17.1,Regular,0.046808553,Canned,141.4838,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,8.27,high,1404.838
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,6.57,medium,615.1992
FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,5.8,medium,1069.2748
FDS43,11.65,Low Fat,0.040744057,Fruits and Vegetables,185.924,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,15.96,high,4101.328
FDN44,13.15,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,12.19,high,4793.76
FDS34,19.35,Regular,0.076878416,Snack Foods,113.9518,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,5.89,medium,1138.518
FDU20,19.35,Regular,0.021501067,Fruits and Vegetables,122.2098,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,6.32,medium,2771.7254
FDP44,16.5,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,6.15,medium,1948.1308
FDC02,21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,12.11,very_high,5206.556
FDT56,16.0,Regular,0.115570552,Fruits and Vegetables,57.5246,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,3.6,low,173.7738
NCA06,20.5,No_Fat,0.143164371,Household,34.919,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,1.7,low,73.238
FDE04,19.75,Regular,0.018008071,Frozen Foods,180.466,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,9.14,high,3415.554
NCX06,17.6,No_Fat,0.015775777,Household,179.1976,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,10.18,high,3803.0496
FDX49,4.615,Regular,0.102407778,Canned,234.33,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,50.78,very_high,3961.51
DRM59,5.88,Low Fat,0.003606726,Hard Drinks,154.1998,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,DR,1,26.22,high,1384.1982
FDJ34,11.8,Regular,0.093801337,Snack Foods,126.0704,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,10.68,medium,1251.704
FDP60,17.35,Low Fat,0.04199701525,Baking Goods,101.9016,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,5.87,medium,1821.6288
FDI07,12.35,Regular,0.033760862,Meat,196.9426,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,15.95,high,5141.3076
FDV07,9.5,Low Fat,0.031131455,Fruits and Vegetables,111.0228,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,11.69,medium,3205.1612
FDH41,9.0,Low Fat,0.082177842,Frozen Foods,214.1534,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,23.79,very_high,1720.4272
NCB31,6.235,No_Fat,0.118858866,Household,263.291,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,42.23,very_high,3418.883
FDW34,9.6,Low Fat,0.0371172351,Snack Foods,244.817,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,25.5,very_high,4374.306
FDX45,16.75,Low Fat,0.105448901,Snack Foods,156.163,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,9.32,high,782.315
FDH14,17.1,Regular,0.046881328,Canned,141.3838,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,8.27,high,1685.8056
FDF26,6.825,Regular,0.078057026,Canned,154.5998,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,22.65,high,153.7998
FDU24,6.78,Regular,0.140955857,Baking Goods,92.212,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,13.6,medium,4101.328
FDX11,16.0,Regular,0.107186944,Baking Goods,181.9634,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,11.37,high,3453.5046
FDF35,15.0,Low Fat,0.153960209,Starchy Foods,105.9938,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,7.07,medium,1179.1318
NCC43,7.39,No_Fat,0.093160853,Household,251.3066,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,34.01,very_high,1004.0264
FDG29,17.6,Low Fat,0.05629192,Frozen Foods,42.5454,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,2.42,low,419.454
FDS44,12.65,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,18.94,very_high,3845.6608
FDZ10,17.85,Low Fat,0.044463491,Snack Foods,127.102,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,7.12,medium,2024.032
FDC52,11.15,Regular,0.00827301,Dairy,150.4708,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,13.5,high,1956.1204
DRL35,15.7,Low Fat,0.030697825,Hard Drinks,42.877,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,2.73,low,1168.479
NCP55,14.65,No_Fat,0.0098007933,Others,56.4614,OUT010,Small,Tier 3,Grocery Store,Not_Sure,NC,12,3.85,low,55.2614
FDV38,19.25,Low Fat,0.101281,Dairy,55.0956,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,2.86,low,2020.0372
FDL44,18.25,Low Fat,0.012300013,Fruits and Vegetables,160.4894,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,8.79,high,3073.9986
FDZ47,20.7,Regular,0.0687943465,Baking Goods,98.7042,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,4.77,medium,1884.8798
FDT45,15.85,Low Fat,0.057313443,Snack Foods,53.3956,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,3.37,low,1364.89
FDN23,6.575,Regular,0.075625152,Breads,145.7444,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,22.17,high,3193.1768
NCP43,17.75,No_Fat,0.030568919,Others,177.866,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,NC,8,10.02,high,2336.958
DRJ24,11.8,Low Fat,0.198424841,Soft Drinks,185.2924,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,DR,25,15.7,high,370.1848
FDA02,14.0,Regular,0.029578726,Dairy,143.5786,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,10.26,high,3756.4436
FDH33,12.85,Low Fat,0.213125482,Snack Foods,44.9428,OUT019,Small,Tier 1,Grocery Store,Not_Sure,FD,25,3.5,low,175.7712
FDF56,16.7,Regular,0.120137953,Fruits and Vegetables,181.2976,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,10.86,high,3078.6592
NCN26,10.85,No_Fat,0.028679894,Household,115.1808,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,10.62,medium,2109.2544
FDD22,10.0,Low Fat,0.099804623,Snack Foods,113.7544,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,11.38,medium,3243.7776
FDU15,13.65,Regular,0.044526443,Meat,37.9532,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,2.78,low,71.9064
FDB41,19.0,Regular,0.162882227,Frozen Foods,46.8718,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,2.47,low,189.0872
FDZ35,9.6,Regular,0.022404493,Breads,102.499,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,10.68,medium,2579.975
FDT60,12.0,Low Fat,0.075975642,Baking Goods,124.1388,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,10.34,medium,1486.0656
FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,7.39,low,312.2602
NCQ06,13.0,No_Fat,0.041816615,Household,254.5014,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,19.58,very_high,4845.0266
FDS28,8.18,Regular,0.082867689,Frozen Foods,58.5588,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,7.16,low,171.7764
FDH32,12.8,Low Fat,0.076214289,Fruits and Vegetables,96.541,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,7.54,medium,1834.279
FDW37,19.2,Low Fat,0.124301968,Canned,89.7488,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,4.67,medium,2082.6224
FDY33,14.5,Regular,0.097201128,Snack Foods,159.4262,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,10.99,high,2705.1454
FDF17,5.19,Low Fat,0.042861968,Frozen Foods,196.811,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,37.92,high,3731.809
FDG56,13.3,Regular,0.0713931,Fruits and Vegetables,61.0536,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,4.59,low,1592.5936
NCB18,19.6,No_Fat,0.041256807,Household,88.8514,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,4.53,medium,2125.2336
FDU14,17.75,Low Fat,0.034746076,Dairy,248.275,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,13.99,very_high,998.7
FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,9.64,medium,3673.8844
NCV41,14.35,No_Fat,0.017024598,Health and Hygiene,109.8228,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,7.65,medium,2099.9332
FDY52,6.365,Low Fat,0.007363189,Frozen Foods,63.2536,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,9.94,low,1225.072
DRG48,5.78,Low Fat,0.014484582,Soft Drinks,143.9102,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,24.9,high,3062.0142
FDU01,20.25,Regular,0.011937183,Canned,184.7924,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,9.13,high,4442.2176
NCP53,14.75,No_Fat,0.032862976,Health and Hygiene,238.6906,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,16.18,very_high,4278.4308
FDC17,12.15,Low Fat,0.015484763,Frozen Foods,211.9928,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,17.45,very_high,631.1784
NCZ30,6.59,No_Fat,0.026163192,Household,121.5098,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,18.44,medium,602.549
FDK03,12.6,Regular,0.073920438,Dairy,255.6356,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,20.29,very_high,2797.6916
FDE08,18.2,Low Fat,0.086352403,Fruits and Vegetables,149.8734,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,8.23,high,445.4202
NCM07,9.395,No_Fat,0.03976832,Others,83.9908,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,NC,25,8.94,medium,2348.9424
FDY35,17.6,Regular,0.015950066,Breads,47.7402,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,2.71,low,1975.4286
FDS28,8.18,Regular,0.082002559,Frozen Foods,59.2588,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,7.24,low,1374.2112
FDI56,7.325,Low Fat,0.093307668,Fruits and Vegetables,92.7146,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,12.66,medium,2006.7212
FDR23,15.85,Low Fat,0.143199389,Breads,175.837,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,11.09,high,352.874
FDF29,15.1,Regular,0.019965179,Frozen Foods,130.531,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,8.64,medium,908.817
FDA47,10.5,Regular,0.116108797,Baking Goods,164.121,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,15.63,high,6035.477
FDI10,8.51,Regular,0.078339081,Snack Foods,172.9422,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,20.32,high,1379.5376
FDC45,17.0,Low Fat,0.237651344,Fruits and Vegetables,170.2106,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,10.01,high,171.1106
FDA27,20.35,Regular,0.031102571,Dairy,257.2672,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,12.64,very_high,2045.3376
NCR41,17.85,No_Fat,0.018097419,Health and Hygiene,96.9094,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,5.43,medium,1332.9316
FDR09,18.25,Low Fat,0.078041216,Snack Foods,258.4962,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,14.16,very_high,2848.9582
NCB06,17.6,No_Fat,0.08226356,Health and Hygiene,160.492,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,9.12,high,1278.336
FDE53,10.895,Low Fat,0.026880159,Frozen Foods,106.428,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,9.77,medium,1491.392
DRE27,11.85,Low Fat,0.222063351,Dairy,99.6726,OUT010,Small,Tier 3,Grocery Store,Perishable,DR,12,8.41,medium,195.7452
NCA06,20.5,No_Fat,0.142589751,Household,35.919,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,1.75,low,585.904
FDL56,14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,6.29,medium,1133.8574
FDT09,15.15,Regular,0.012260981,Snack Foods,131.7284,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,8.69,medium,1186.4556
DRH03,17.25,Low Fat,0.05869048,Dairy,91.612,OUT010,Small,Tier 3,Grocery Store,Perishable,DR,12,5.31,medium,93.212
NCQ53,17.6,No_Fat,0.018982338,Health and Hygiene,237.059,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,13.47,very_high,2836.308
NCT18,14.6,No_Fat,0.059405152,Household,179.6976,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,12.31,high,3621.952
FDL43,10.1,Low Fat,0.027059264,Meat,76.467,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,7.57,medium,1761.041
FDJ53,10.5,Low Fat,0.071244438,Frozen Foods,119.2098,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,11.35,medium,1325.6078
NCQ02,12.6,No_Fat,0.007455054,Household,186.9556,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,14.84,high,3942.8676
NCJ05,18.7,No_Fat,0.046088273,Health and Hygiene,153.6682,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,8.22,high,3506.7686
FDT40,5.985,Low Fat,0.096185556,Frozen Foods,127.1678,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,21.25,medium,3560.6984
FDA48,12.1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,18.3,very_high,5099.3622
FDV37,13.0,Regular,0.083643716,Canned,196.0426,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,15.08,high,2570.6538
FDX07,19.2,Regular,0.022965292,Fruits and Vegetables,181.695,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,9.46,high,2563.33
DRG48,5.78,Low Fat,0.014584584,Soft Drinks,146.3102,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,25.31,high,2187.153
FDF44,7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,18.27,medium,2348.9424
FDS24,20.85,Regular,0.062224479,Baking Goods,88.1514,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,4.23,medium,1682.4766
NCQ50,18.75,No_Fat,0.034360687,Household,215.7218,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,11.51,very_high,4274.436
FDT25,7.5,Low Fat,0.050708743,Canned,123.4072,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,16.45,medium,3185.1872
FDO03,10.395,Regular,0.036957777,Meat,230.5352,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,22.18,very_high,4580.704
FDJ55,12.8,Regular,0.023530953,Meat,223.5404,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,17.46,very_high,1800.3232
FDM36,11.65,Regular,0.058681957,Baking Goods,170.4422,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,14.63,high,517.3266
FDM21,20.2,Low Fat,0.064728148,Snack Foods,258.0646,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,12.78,very_high,5668.6212
FDK58,11.35,Regular,0.03877750711111111,Snack Foods,103.0016,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,9.08,medium,2125.2336
FDD26,8.71,Regular,0.120773451,Canned,186.5924,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,21.42,high,555.2772
FDW57,8.31,Regular,0.115911972,Snack Foods,177.3028,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,21.34,high,1948.1308
FDT32,19.0,Regular,0.10985775,Fruits and Vegetables,188.8214,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,9.94,high,188.4214
FDT25,7.5,Low Fat,0.050853901,Canned,121.7072,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,16.23,medium,367.5216
NCB19,6.525,No_Fat,0.090295708,Household,84.6882,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,12.98,medium,601.2174
FDD05,19.35,Low Fat,0.029084548,Frozen Foods,122.0098,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,6.31,medium,361.5294
NCE54,20.7,No_Fat,0.026769592,Household,77.0354,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,3.72,medium,2332.2974
FDO39,6.985,Regular,0.137580452,Meat,182.8608,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,26.18,high,4042.7376
NCV06,11.3,No_Fat,0.066816565,Household,192.2478,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,17.01,high,1356.2346
DRB13,6.115,Regular,0.01179078,Soft Drinks,189.053,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,DR,12,30.92,high,948.765
FDX51,9.5,Regular,0.036921781,Meat,194.2452,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,20.45,high,782.9808
FDC38,15.7,Low Fat,0.122742389,Canned,134.2942,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,8.55,medium,1192.4478
FDD04,16.0,Low Fat,0.089971292,Dairy,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.95,high,1701.7848
FDC05,13.1,Regular,0.099186992,Frozen Foods,198.7768,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,15.17,high,3153.2288
DRJ59,11.65,Low Fat,0.018696562555555556,Hard Drinks,39.0164,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,3.35,low,1042.6428
FDL22,16.85,Low Fat,0.036596012,Snack Foods,90.6488,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,5.38,medium,633.8416
DRH13,8.575,Low Fat,0.041821227,Soft Drinks,107.628,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,DR,25,12.55,medium,213.056
FDV22,14.85,Regular,0.016635488,Snack Foods,157.563,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,10.61,high,312.926
FDP07,18.2,Low Fat,0.090084098,Fruits and Vegetables,197.211,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,10.84,high,3142.576
FDK27,11.0,Low Fat,0.008960445,Meat,119.1756,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,10.83,medium,1696.4584
FDP31,21.1,Regular,0.162418495,Fruits and Vegetables,64.9168,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,3.08,low,639.168
NCI54,15.2,No_Fat,0.056237906,Household,110.7912,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,7.29,medium,109.1912
DRK35,8.365,Low Fat,0.071498575,Hard Drinks,37.7506,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,4.51,low,796.9626
NCO07,9.06,No_Fat,0.009791467,Others,213.256,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,NC,11,23.54,very_high,4687.232
FDN31,11.5,Low Fat,0.072820885,Fruits and Vegetables,191.253,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,16.63,high,3036.048
NCO02,11.15,No_Fat,0.073354286,Others,66.8142,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,NC,6,5.99,low,2372.9112
FDQ26,13.5,Regular,0.068010049,Dairy,57.2562,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,4.24,low,770.3306
FDQ07,15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,14.69,very_high,663.1368
FDB49,8.3,Regular,0.030198228,Baking Goods,98.2384,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,11.84,medium,2167.8448
FDY44,14.15,Regular,0.024442501,Fruits and Vegetables,196.411,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,13.88,high,2749.754
NCI54,15.2,No_Fat,0.033436336,Household,107.3912,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,7.07,medium,3057.3536
FDV44,8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,22.73,high,1904.188
FDI48,11.85,Regular,0.055805027,Baking Goods,53.0666,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,4.48,low,512.666
NCL05,19.6,No_Fat,0.047888606,Health and Hygiene,42.277,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,2.16,low,605.878
FDT32,19.0,Regular,0.065735977,Fruits and Vegetables,189.6214,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,9.98,high,2826.321
FDM10,18.25,Low Fat,0.076089711,Snack Foods,212.9218,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,11.67,very_high,3846.9924
FDS21,19.85,Regular,0.020908608,Snack Foods,63.5194,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,3.2,low,557.2746
FDD11,12.85,Low Fat,0.030678825,Starchy Foods,251.704,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,19.59,very_high,3542.056
